alert_id	created_at	state	start_time	end_time	start_fuel	end_fuel	delta	duration_s	avg_rate	confidence
2026-07-18T13:59:25.074304_Idle Start_5.00	2026-07-18T13:59:25.074304	Idle Start	2026-07-18T13:59:25.074304	2026-07-18T13:59:25.074304	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:26.074821_Idle Start_5.45	2026-07-18T13:59:26.074821	Idle Start	2026-07-18T13:59:26.074821	2026-07-18T13:59:26.074821	5.45	5.45	0.00	0	0.0000	0.7000
2026-07-18T14:10:37.993945_Idle Start_8.06	2026-07-18T14:10:37.993945	Idle Start	2026-07-18T14:10:37.993945	2026-07-18T14:10:37.993945	8.06	8.06	0.00	0	0.0000	0.6000
2026-07-18T13:59:27.080102_Idle Start_5.90	2026-07-18T13:59:27.080102	Idle Start	2026-07-18T13:59:27.080102	2026-07-18T13:59:27.080102	5.90	5.90	0.00	0	0.0000	0.7000
2026-07-18T13:59:29.081880_Idle Start_6.81	2026-07-18T13:59:29.081880	Idle Start	2026-07-18T13:59:29.081880	2026-07-18T13:59:29.081880	6.81	6.81	0.00	0	0.0000	0.7000
2026-07-18T13:59:31.084014_Refuel_7.70_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:31.084014	2026-07-18T13:59:45.115928	7.70	11.29	3.59	14	15.3857	0.7008
2026-07-18T14:10:43.010274_Fuel Theft_5.00_5.00	2026-07-18T14:10:43.010274	Fuel Theft	2026-07-18T14:10:43.010274	2026-07-18T14:10:43.010274	5.00	5.00	0.00	0	0.0000	0.7671
2026-07-18T14:10:43.010274_Idle End_5.00	2026-07-18T14:10:43.010274	Idle End	2026-07-18T14:10:43.010274	2026-07-18T14:10:43.010274	5.00	5.00	0.00	0	0.0000	0.7671
2026-07-18T13:59:33.091658_Refuel_8.60_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:33.091658	2026-07-18T13:59:45.115928	8.60	11.29	2.69	12	13.4500	0.7071
2026-07-18T13:59:34.092857_Refuel_9.05_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:34.092857	2026-07-18T13:59:45.115928	9.05	11.29	2.24	11	12.2182	0.7109
2026-07-18T13:59:35.093895_Refuel_9.49_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:35.093895	2026-07-18T13:59:45.115928	9.49	11.29	1.80	10	10.8000	0.7132
2026-07-18T13:59:36.094987_Refuel_9.94_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:36.094987	2026-07-18T13:59:45.115928	9.94	11.29	1.35	9	9.0000	0.7137
2026-07-18T13:59:38.103121_Refuel_10.84_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:38.103121	2026-07-18T13:59:45.115928	10.84	11.29	0.45	7	3.8571	0.7116
2026-07-18T13:59:39.105160_Refuel_11.29_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:39.105160	2026-07-18T13:59:45.115928	11.29	11.29	0.00	6	0.0000	0.7022
2026-07-18T14:10:51.029424_Idle Start_5.00	2026-07-18T14:10:51.029424	Idle Start	2026-07-18T14:10:51.029424	2026-07-18T14:10:51.029424	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:59:40.106304_Refuel_11.29_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:40.106304	2026-07-18T13:59:45.115928	11.29	11.29	0.00	5	0.0000	0.6891
2026-07-18T13:59:42.113006_Refuel_11.29_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:42.113006	2026-07-18T13:59:45.115928	11.29	11.29	0.00	3	0.0000	0.6743
2026-07-18T13:59:43.113557_Refuel_11.29_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:43.113557	2026-07-18T13:59:45.115928	11.29	11.29	0.00	2	0.0000	0.6629
2026-07-18T13:59:44.114739_Refuel_11.29_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:44.114739	2026-07-18T13:59:45.115928	11.29	11.29	0.00	1	0.0000	0.6499
2026-07-18T13:59:45.115928_Refuel_11.29_11.29	2026-07-18T13:59:45.115928	Refuel	2026-07-18T13:59:45.115928	2026-07-18T13:59:45.115928	11.29	11.29	0.00	0	0.0000	0.6302
2026-07-18T14:11:04.072427_Idle End_5.00	2026-07-18T14:11:04.072427	Idle End	2026-07-18T14:11:04.072427	2026-07-18T14:11:04.072427	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T14:00:23.207176_Idle Start_6.71	2026-07-18T14:00:23.207176	Idle Start	2026-07-18T14:00:23.207176	2026-07-18T14:00:23.207176	6.71	6.71	0.00	0	0.0000	0.6000
2026-07-18T14:00:24.208023_Idle Start_5.51	2026-07-18T14:00:24.208023	Idle Start	2026-07-18T14:00:24.208023	2026-07-18T14:00:24.208023	5.51	5.51	0.00	0	0.0000	0.7000
2026-07-18T14:00:25.211518_Idle Start_5.00	2026-07-18T14:00:25.211518	Idle Start	2026-07-18T14:00:25.211518	2026-07-18T14:00:25.211518	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:27.220096_Idle Start_5.00	2026-07-18T14:00:27.220096	Idle Start	2026-07-18T14:00:27.220096	2026-07-18T14:00:27.220096	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:29.221595_Fuel Theft_5.00_5.00	2026-07-18T14:00:33.234962	Fuel Theft	2026-07-18T14:00:29.221595	2026-07-18T14:00:33.234962	5.00	5.00	0.00	4	0.0000	0.7000
2026-07-18T14:00:31.232904_Fuel Theft_5.00_5.00	2026-07-18T14:00:33.234962	Fuel Theft	2026-07-18T14:00:31.232904	2026-07-18T14:00:33.234962	5.00	5.00	0.00	2	0.0000	0.6980
2026-07-18T14:00:32.233832_Fuel Theft_5.00_5.00	2026-07-18T14:00:33.234962	Fuel Theft	2026-07-18T14:00:32.233832	2026-07-18T14:00:33.234962	5.00	5.00	0.00	1	0.0000	0.6967
2026-07-18T14:11:47.199496_Idle Start_5.00	2026-07-18T14:11:47.199496	Idle Start	2026-07-18T14:11:47.199496	2026-07-18T14:11:47.199496	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T14:00:33.234962_Fuel Theft_5.00_5.00	2026-07-18T14:00:33.234962	Fuel Theft	2026-07-18T14:00:33.234962	2026-07-18T14:00:33.234962	5.00	5.00	0.00	0	0.0000	0.6954
2026-07-18T14:00:36.245619_Idle Start_5.00	2026-07-18T14:00:36.245619	Idle Start	2026-07-18T14:00:36.245619	2026-07-18T14:00:36.245619	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:37.246845_Idle Start_5.00	2026-07-18T14:00:37.246845	Idle Start	2026-07-18T14:00:37.246845	2026-07-18T14:00:37.246845	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:39.254018_Idle Start_5.00	2026-07-18T14:00:39.254018	Idle Start	2026-07-18T14:00:39.254018	2026-07-18T14:00:39.254018	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:40.255180_Idle Start_5.00	2026-07-18T14:00:40.255180	Idle Start	2026-07-18T14:00:40.255180	2026-07-18T14:00:40.255180	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:41.258644_Idle Start_5.00	2026-07-18T14:00:41.258644	Idle Start	2026-07-18T14:00:41.258644	2026-07-18T14:00:41.258644	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:11:57.225622_Idle End_5.00	2026-07-18T14:11:57.225622	Idle End	2026-07-18T14:11:57.225622	2026-07-18T14:11:57.225622	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T14:00:42.262871_Idle Start_5.00	2026-07-18T14:00:42.262871	Idle Start	2026-07-18T14:00:42.262871	2026-07-18T14:00:42.262871	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:44.271913_Idle Start_5.00	2026-07-18T14:00:44.271913	Idle Start	2026-07-18T14:00:44.271913	2026-07-18T14:00:44.271913	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:45.273089_Idle Start_5.00	2026-07-18T14:00:45.273089	Idle Start	2026-07-18T14:00:45.273089	2026-07-18T14:00:45.273089	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:46.274134_Idle Start_5.00	2026-07-18T14:00:46.274134	Idle Start	2026-07-18T14:00:46.274134	2026-07-18T14:00:46.274134	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:48.281535_Idle Start_5.00	2026-07-18T14:00:48.281535	Idle Start	2026-07-18T14:00:48.281535	2026-07-18T14:00:48.281535	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:49.281592_Idle Start_5.00	2026-07-18T14:00:49.281592	Idle Start	2026-07-18T14:00:49.281592	2026-07-18T14:00:49.281592	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:50.282438_Idle Start_5.00	2026-07-18T14:00:50.282438	Idle Start	2026-07-18T14:00:50.282438	2026-07-18T14:00:50.282438	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:51.286043_Idle Start_5.00	2026-07-18T14:00:51.286043	Idle Start	2026-07-18T14:00:51.286043	2026-07-18T14:00:51.286043	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:53.288451_Idle Start_5.00	2026-07-18T14:00:53.288451	Idle Start	2026-07-18T14:00:53.288451	2026-07-18T14:00:53.288451	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:00:54.288502_Idle Start_5.00	2026-07-18T14:00:54.288502	Idle Start	2026-07-18T14:00:54.288502	2026-07-18T14:00:54.288502	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:12:43.377865_Idle Start_5.00	2026-07-18T14:12:43.377865	Idle Start	2026-07-18T14:12:43.377865	2026-07-18T14:12:43.377865	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T14:12:56.416897_Refuel_7.26_7.26	2026-07-18T14:12:56.416897	Refuel	2026-07-18T14:12:56.416897	2026-07-18T14:12:56.416897	7.26	7.26	0.00	0	0.0000	0.6114
2026-07-18T14:12:56.416897_Idle End_7.26	2026-07-18T14:12:56.416897	Idle End	2026-07-18T14:12:56.416897	2026-07-18T14:12:56.416897	7.26	7.26	0.00	0	0.0000	0.6114
2026-07-18T14:12:56.416897_Refuel_7.26_8.16	2026-07-18T14:12:58.423399	Refuel	2026-07-18T14:12:56.416897	2026-07-18T14:12:58.423399	7.26	8.16	0.90	2	27.0000	0.6311
2026-07-18T14:01:41.438946_Idle Start_5.00	2026-07-18T14:01:41.438946	Idle Start	2026-07-18T14:01:41.438946	2026-07-18T14:01:41.438946	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:12:56.416897_Refuel_7.26_8.61	2026-07-18T14:12:59.424968	Refuel	2026-07-18T14:12:56.416897	2026-07-18T14:12:59.424968	7.26	8.61	1.35	3	27.0000	0.6442
2026-07-18T14:01:42.440035_Idle Start_5.00	2026-07-18T14:01:42.440035	Idle Start	2026-07-18T14:01:42.440035	2026-07-18T14:01:42.440035	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:12:56.416897_Refuel_7.26_9.05	2026-07-18T14:13:00.426145	Refuel	2026-07-18T14:12:56.416897	2026-07-18T14:13:00.426145	7.26	9.05	1.79	4	26.8500	0.6556
2026-07-18T14:01:44.443630_Idle Start_5.00	2026-07-18T14:01:44.443630	Idle Start	2026-07-18T14:01:44.443630	2026-07-18T14:01:44.443630	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:12:56.416897_Refuel_7.26_9.95	2026-07-18T14:13:02.432372	Refuel	2026-07-18T14:12:56.416897	2026-07-18T14:13:02.432372	7.26	9.95	2.69	6	26.9000	0.6703
2026-07-18T14:01:45.444791_Idle Start_5.00	2026-07-18T14:01:45.444791	Idle Start	2026-07-18T14:01:45.444791	2026-07-18T14:01:45.444791	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:12:56.416897_Refuel_7.26_10.40	2026-07-18T14:13:03.433289	Refuel	2026-07-18T14:12:56.416897	2026-07-18T14:13:03.433289	7.26	10.40	3.14	7	26.9143	0.6833
2026-07-18T14:01:46.445899_Idle Start_5.00	2026-07-18T14:01:46.445899	Idle Start	2026-07-18T14:01:46.445899	2026-07-18T14:01:46.445899	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:01:48.453332_Idle Start_5.00	2026-07-18T14:01:48.453332	Idle Start	2026-07-18T14:01:48.453332	2026-07-18T14:01:48.453332	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:01:49.454285_Idle Start_5.00	2026-07-18T14:01:49.454285	Idle Start	2026-07-18T14:01:49.454285	2026-07-18T14:01:49.454285	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:01:50.455536_Idle Start_5.00	2026-07-18T14:01:50.455536	Idle Start	2026-07-18T14:01:50.455536	2026-07-18T14:01:50.455536	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:13:56.598160_Idle Start_6.39	2026-07-18T14:13:56.598160	Idle Start	2026-07-18T14:13:56.598160	2026-07-18T14:13:56.598160	6.39	6.39	0.00	0	0.0000	0.6000
2026-07-18T14:02:43.637335_Idle Start_5.00	2026-07-18T14:02:43.637335	Idle Start	2026-07-18T14:02:43.637335	2026-07-18T14:02:43.637335	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:14:03.611769_Fuel Theft_5.00_5.00	2026-07-18T14:14:03.611769	Fuel Theft	2026-07-18T14:14:03.611769	2026-07-18T14:14:03.611769	5.00	5.00	0.00	0	0.0000	0.6416
2026-07-18T14:14:03.611769_Idle End_5.00	2026-07-18T14:14:03.611769	Idle End	2026-07-18T14:14:03.611769	2026-07-18T14:14:03.611769	5.00	5.00	0.00	0	0.0000	0.6416
2026-07-18T14:02:44.639412_Idle Start_5.00	2026-07-18T14:02:44.639412	Idle Start	2026-07-18T14:02:44.639412	2026-07-18T14:02:44.639412	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:02:45.640480_Idle Start_5.00	2026-07-18T14:02:45.640480	Idle Start	2026-07-18T14:02:45.640480	2026-07-18T14:02:45.640480	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:02:47.648078_Idle Start_5.00	2026-07-18T14:02:47.648078	Idle Start	2026-07-18T14:02:47.648078	2026-07-18T14:02:47.648078	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:02:48.649128_Idle Start_5.00	2026-07-18T14:02:48.649128	Idle Start	2026-07-18T14:02:48.649128	2026-07-18T14:02:48.649128	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:14:08.626886_Idle Start_5.00	2026-07-18T14:14:08.626886	Idle Start	2026-07-18T14:14:08.626886	2026-07-18T14:14:08.626886	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:02:49.649743_Idle Start_5.00	2026-07-18T14:02:49.649743	Idle Start	2026-07-18T14:02:49.649743	2026-07-18T14:02:49.649743	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:02:51.657974_Idle Start_5.90	2026-07-18T14:02:51.657974	Idle Start	2026-07-18T14:02:51.657974	2026-07-18T14:02:51.657974	5.90	5.90	0.00	0	0.0000	0.7000
2026-07-18T14:02:52.662274_Idle Start_6.35	2026-07-18T14:02:52.662274	Idle Start	2026-07-18T14:02:52.662274	2026-07-18T14:02:52.662274	6.35	6.35	0.00	0	0.0000	0.7000
2026-07-18T14:02:53.663980_Idle Start_6.80	2026-07-18T14:02:53.663980	Idle Start	2026-07-18T14:02:53.663980	2026-07-18T14:02:53.663980	6.80	6.80	0.00	0	0.0000	0.7000
2026-07-18T14:02:56.672838_Refuel_8.16_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:02:56.672838	2026-07-18T14:03:09.699261	8.16	11.75	3.59	13	16.5692	0.7183
2026-07-18T14:02:57.673907_Refuel_8.60_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:02:57.673907	2026-07-18T14:03:09.699261	8.60	11.75	3.15	12	15.7500	0.7251
2026-07-18T14:02:59.680276_Refuel_9.50_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:02:59.680276	2026-07-18T14:03:09.699261	9.50	11.75	2.25	10	13.5000	0.7312
2026-07-18T14:03:00.681588_Refuel_9.95_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:03:00.681588	2026-07-18T14:03:09.699261	9.95	11.75	1.80	9	12.0000	0.7339
2026-07-18T14:03:01.681702_Refuel_10.40_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:03:01.681702	2026-07-18T14:03:09.699261	10.40	11.75	1.35	8	10.1250	0.7346
2026-07-18T14:14:22.673365_Idle End_5.00	2026-07-18T14:14:22.673365	Idle End	2026-07-18T14:14:22.673365	2026-07-18T14:14:22.673365	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T14:03:03.688674_Refuel_11.30_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:03:03.688674	2026-07-18T14:03:09.699261	11.30	11.75	0.45	6	4.5000	0.7323
2026-07-18T14:03:04.689323_Refuel_11.75_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:03:04.689323	2026-07-18T14:03:09.699261	11.75	11.75	0.00	5	0.0000	0.7211
2026-07-18T14:03:05.690735_Refuel_11.75_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:03:05.690735	2026-07-18T14:03:09.699261	11.75	11.75	0.00	4	0.0000	0.7093
2026-07-18T14:03:07.697751_Refuel_11.75_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:03:07.697751	2026-07-18T14:03:09.699261	11.75	11.75	0.00	2	0.0000	0.6961
2026-07-18T14:03:08.698524_Refuel_11.75_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:03:08.698524	2026-07-18T14:03:09.699261	11.75	11.75	0.00	1	0.0000	0.6796
2026-07-18T14:03:09.699261_Refuel_11.75_11.75	2026-07-18T14:03:09.699261	Refuel	2026-07-18T14:03:09.699261	2026-07-18T14:03:09.699261	11.75	11.75	0.00	0	0.0000	0.6696
2026-07-18T14:15:12.822040_Idle Start_5.00	2026-07-18T14:15:12.822040	Idle Start	2026-07-18T14:15:12.822040	2026-07-18T14:15:12.822040	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T14:04:02.856752_Idle Start_5.21	2026-07-18T14:04:02.856752	Idle Start	2026-07-18T14:04:02.856752	2026-07-18T14:04:02.856752	5.21	5.21	0.00	0	0.0000	0.7000
2026-07-18T14:04:03.858746_Idle Start_5.00	2026-07-18T14:04:03.858746	Idle Start	2026-07-18T14:04:03.858746	2026-07-18T14:04:03.858746	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:04:04.860700_Idle Start_5.00	2026-07-18T14:04:04.860700	Idle Start	2026-07-18T14:04:04.860700	2026-07-18T14:04:04.860700	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:15:26.864441_Idle End_5.00	2026-07-18T14:15:26.864441	Idle End	2026-07-18T14:15:26.864441	2026-07-18T14:15:26.864441	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T14:04:07.871782_Fuel Theft_5.00_5.00	2026-07-18T14:04:12.885862	Fuel Theft	2026-07-18T14:04:07.871782	2026-07-18T14:04:12.885862	5.00	5.00	0.00	5	0.0000	0.6864
2026-07-18T14:04:08.876852_Fuel Theft_5.00_5.00	2026-07-18T14:04:12.885862	Fuel Theft	2026-07-18T14:04:08.876852	2026-07-18T14:04:12.885862	5.00	5.00	0.00	4	0.0000	0.6842
2026-07-18T14:04:10.884367_Fuel Theft_5.00_5.00	2026-07-18T14:04:12.885862	Fuel Theft	2026-07-18T14:04:10.884367	2026-07-18T14:04:12.885862	5.00	5.00	0.00	2	0.0000	0.6825
2026-07-18T14:04:11.885524_Fuel Theft_5.00_5.00	2026-07-18T14:04:12.885862	Fuel Theft	2026-07-18T14:04:11.885524	2026-07-18T14:04:12.885862	5.00	5.00	0.00	1	0.0000	0.6803
2026-07-18T14:04:12.885862_Fuel Theft_5.00_5.00	2026-07-18T14:04:12.885862	Fuel Theft	2026-07-18T14:04:12.885862	2026-07-18T14:04:12.885862	5.00	5.00	0.00	0	0.0000	0.6792
2026-07-18T14:04:15.894248_Idle Start_5.00	2026-07-18T14:04:15.894248	Idle Start	2026-07-18T14:04:15.894248	2026-07-18T14:04:15.894248	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:04:16.895503_Idle Start_5.00	2026-07-18T14:04:16.895503	Idle Start	2026-07-18T14:04:16.895503	2026-07-18T14:04:16.895503	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:04:18.899777_Idle Start_5.00	2026-07-18T14:04:18.899777	Idle Start	2026-07-18T14:04:18.899777	2026-07-18T14:04:18.899777	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:04:19.901572_Idle Start_5.00	2026-07-18T14:04:19.901572	Idle Start	2026-07-18T14:04:19.901572	2026-07-18T14:04:19.901572	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:04:20.901904_Idle Start_5.00	2026-07-18T14:04:20.901904	Idle Start	2026-07-18T14:04:20.901904	2026-07-18T14:04:20.901904	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:04:22.909631_Idle Start_5.00	2026-07-18T14:04:22.909631	Idle Start	2026-07-18T14:04:22.909631	2026-07-18T14:04:22.909631	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:04:23.911053_Idle Start_5.00	2026-07-18T14:04:23.911053	Idle Start	2026-07-18T14:04:23.911053	2026-07-18T14:04:23.911053	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:04:24.912246_Idle Start_5.00	2026-07-18T14:04:24.912246	Idle Start	2026-07-18T14:04:24.912246	2026-07-18T14:04:24.912246	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:04:26.919373_Idle Start_5.00	2026-07-18T14:04:26.919373	Idle Start	2026-07-18T14:04:26.919373	2026-07-18T14:04:26.919373	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:16:05.988510_Idle Start_5.00	2026-07-18T14:16:05.988510	Idle Start	2026-07-18T14:16:05.988510	2026-07-18T14:16:05.988510	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T14:16:23.029908_Refuel_7.25_7.25	2026-07-18T14:16:23.029908	Refuel	2026-07-18T14:16:23.029908	2026-07-18T14:16:23.029908	7.25	7.25	0.00	0	0.0000	0.6109
2026-07-18T14:16:23.029908_Idle End_7.25	2026-07-18T14:16:23.029908	Idle End	2026-07-18T14:16:23.029908	2026-07-18T14:16:23.029908	7.25	7.25	0.00	0	0.0000	0.6109
2026-07-18T14:16:23.029908_Refuel_7.25_8.15	2026-07-18T14:16:25.038064	Refuel	2026-07-18T14:16:23.029908	2026-07-18T14:16:25.038064	7.25	8.15	0.90	2	27.0000	0.6306
2026-07-18T14:16:23.029908_Refuel_7.25_8.61	2026-07-18T14:16:26.039459	Refuel	2026-07-18T14:16:23.029908	2026-07-18T14:16:26.039459	7.25	8.61	1.36	3	27.2000	0.6439
2026-07-18T14:16:23.029908_Refuel_7.25_9.06	2026-07-18T14:16:27.040939	Refuel	2026-07-18T14:16:23.029908	2026-07-18T14:16:27.040939	7.25	9.06	1.81	4	27.1500	0.6555
2026-07-18T14:16:23.029908_Refuel_7.25_9.96	2026-07-18T14:16:29.049739	Refuel	2026-07-18T14:16:23.029908	2026-07-18T14:16:29.049739	7.25	9.96	2.71	6	27.1000	0.6703
2026-07-18T14:05:09.040296_Idle Start_5.00	2026-07-18T14:05:09.040296	Idle Start	2026-07-18T14:05:09.040296	2026-07-18T14:05:09.040296	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:16:23.029908_Refuel_7.25_10.42	2026-07-18T14:16:30.051172	Refuel	2026-07-18T14:16:23.029908	2026-07-18T14:16:30.051172	7.25	10.42	3.17	7	27.1714	0.6835
2026-07-18T14:05:10.041373_Idle Start_5.00	2026-07-18T14:05:10.041373	Idle Start	2026-07-18T14:05:10.041373	2026-07-18T14:05:10.041373	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:16:23.029908_Refuel_7.25_10.86	2026-07-18T14:16:31.054424	Refuel	2026-07-18T14:16:23.029908	2026-07-18T14:16:31.054424	7.25	10.86	3.61	8	27.0750	0.6957
2026-07-18T14:05:11.042107_Idle Start_5.00	2026-07-18T14:05:11.042107	Idle Start	2026-07-18T14:05:11.042107	2026-07-18T14:05:11.042107	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:16:23.029908_Refuel_7.25_11.77	2026-07-18T14:16:33.060724	Refuel	2026-07-18T14:16:23.029908	2026-07-18T14:16:33.060724	7.25	11.77	4.52	10	27.1200	0.7074
2026-07-18T14:05:13.049082_Idle Start_5.00	2026-07-18T14:05:13.049082	Idle Start	2026-07-18T14:05:13.049082	2026-07-18T14:05:13.049082	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:16:23.029908_Refuel_7.25_12.22	2026-07-18T14:16:34.064230	Refuel	2026-07-18T14:16:23.029908	2026-07-18T14:16:34.064230	7.25	12.22	4.97	11	27.1091	0.7142
2026-07-18T14:05:14.052886_Idle Start_5.00	2026-07-18T14:05:14.052886	Idle Start	2026-07-18T14:05:14.052886	2026-07-18T14:05:14.052886	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:05:15.056206_Idle Start_5.00	2026-07-18T14:05:15.056206	Idle Start	2026-07-18T14:05:15.056206	2026-07-18T14:05:15.056206	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:17:18.202238_Idle Start_8.86	2026-07-18T14:17:18.202238	Idle Start	2026-07-18T14:17:18.202238	2026-07-18T14:17:18.202238	8.86	8.86	0.00	0	0.0000	0.6000
2026-07-18T14:17:24.211685_Fuel Theft_5.00_5.00	2026-07-18T14:17:24.211685	Fuel Theft	2026-07-18T14:17:24.211685	2026-07-18T14:17:24.211685	5.00	5.00	0.00	0	0.0000	0.7496
2026-07-18T14:17:24.211685_Idle End_5.00	2026-07-18T14:17:24.211685	Idle End	2026-07-18T14:17:24.211685	2026-07-18T14:17:24.211685	5.00	5.00	0.00	0	0.0000	0.7496
2026-07-18T14:06:07.214967_Idle Start_5.00	2026-07-18T14:06:07.214967	Idle Start	2026-07-18T14:06:07.214967	2026-07-18T14:06:07.214967	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T14:06:09.222824_Idle Start_5.00	2026-07-18T14:06:09.222824	Idle Start	2026-07-18T14:06:09.222824	2026-07-18T14:06:09.222824	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:06:10.226132_Idle Start_5.00	2026-07-18T14:06:10.226132	Idle Start	2026-07-18T14:06:10.226132	2026-07-18T14:06:10.226132	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:06:11.226978_Idle Start_5.00	2026-07-18T14:06:11.226978	Idle Start	2026-07-18T14:06:11.226978	2026-07-18T14:06:11.226978	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:17:33.239709_Idle Start_5.00	2026-07-18T14:17:33.239709	Idle Start	2026-07-18T14:17:33.239709	2026-07-18T14:17:33.239709	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T14:06:13.234864_Idle Start_5.00	2026-07-18T14:06:13.234864	Idle Start	2026-07-18T14:06:13.234864	2026-07-18T14:06:13.234864	5.00	5.00	0.00	0	0.0000	0.7000
